"filename", "language", "Properties", "Batch", "Python", "PowerShell", "Markdown", "PostCSS", "JavaScript", "XML", "C", "Shell Script", "Django HTML", "reStructuredText", "comment", "blank", "total"
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\utils\subprocess.py", "Python", 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 27, 282
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\utils\temp_dir.py", "Python", 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 45, 261
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\utils\unpacking.py", "Python", 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 29, 268
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\utils\urls.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 13, 66
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\utils\virtualenv.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 19, 112
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\utils\wheel.py", "Python", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 42, 190
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\vcs\__init__.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 16
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\vcs\bazaar.py", "Python", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 97
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\vcs\git.py", "Python", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 362, 17, 507
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\vcs\mercurial.py", "Python", 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 17, 159
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\vcs\subversion.py", "Python", 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 42, 330
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\vcs\versioncontrol.py", "Python", 0, 0, 373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 262, 88, 723
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_internal\wheel_builder.py", "Python", 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 47, 361
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\__init__.py", "Python", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 10, 112
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\appdirs.py", "Python", 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 340, 37, 634
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\__init__.py", "Python", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 12
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\_cmd.py", "Python", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 58
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\adapter.py", "Python", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 24, 134
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\cache.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 40
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\caches\__init__.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\caches\file_cache.py", "Python", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 29, 147
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\caches\redis_cache.py", "Python", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 34
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\compat.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 30
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\controller.py", "Python", 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 66, 377
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\filewrapper.py", "Python", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 17, 81
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\heuristics.py", "Python", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 35, 136
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\serialize.py", "Python", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 37, 189
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\cachecontrol\wrapper.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\certifi\__init__.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\certifi\__main__.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\certifi\core.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 16, 77
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\__init__.py", "Python", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 12, 84
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\big5freq.py", "Python", 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 6, 387
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\big5prober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 6, 48
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\chardistribution.py", "Python", 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 30, 234
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\charsetgroupprober.py", "Python", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 9, 108
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\charsetprober.py", "Python", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 23, 146
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\cli\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\cli\chardetect.py", "Python", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 11, 85
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\codingstatemachine.py", "Python", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 10, 89
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\compat.py", "Python", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 4, 37
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\cp949prober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 50
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\enums.py", "Python", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 77
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\escprober.py", "Python", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 11, 102
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\escsm.py", "Python", 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 20, 247
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\eucjpprober.py", "Python", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 12, 93
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\euckrfreq.py", "Python", 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 7, 196
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\euckrprober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 6, 48
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\euctwfreq.py", "Python", 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 7, 388
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\euctwprober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 5, 47
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\gb2312freq.py", "Python", 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 7, 284
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\gb2312prober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 5, 47
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\hebrewprober.py", "Python", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 24, 293
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\jisfreq.py", "Python", 0, 0, 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 8, 326
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\jpcntx.py", "Python", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 21, 234
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\langbulgarianmodel.py", "Python", 0, 0, 4628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 4651
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\langgreekmodel.py", "Python", 0, 0, 4376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 4399
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\langhebrewmodel.py", "Python", 0, 0, 4363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 4384
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\langhungarianmodel.py", "Python", 0, 0, 4628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 4651
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\langrussianmodel.py", "Python", 0, 0, 5688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 5719
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\langthaimodel.py", "Python", 0, 0, 4363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 4384
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\langturkishmodel.py", "Python", 0, 0, 4363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 4384
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\latin1prober.py", "Python", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 15, 146
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\mbcharsetprober.py", "Python", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 13, 92
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\mbcsgroupprober.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 4, 55
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\mbcssm.py", "Python", 0, 0, 476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 53, 573
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\metadata\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\metadata\languages.py", "Python", 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 8, 311
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\sbcharsetprober.py", "Python", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 15, 146
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\sbcsgroupprober.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 4, 84
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\sjisprober.py", "Python", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 12, 93
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\universaldetector.py", "Python", 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 22, 287
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\utf8prober.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 13, 83
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\chardet\version.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 10
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\colorama\__init__.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\colorama\ansi.py", "Python", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 103
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\colorama\ansitowin32.py", "Python", 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 40, 259
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\colorama\initialise.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 81
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\colorama\win32.py", "Python", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 153
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\colorama\winterm.py", "Python", 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 19, 170
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\__init__.py", "Python", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 24
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\_backport\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 7
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\_backport\misc.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 42
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\_backport\shutil.py", "Python", 0, 0, 462, 0, 0, 0, 0, 0, 0, 0, 0, 0, 214, 89, 765
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\_backport\sysconfig.cfg", "Properties", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 85
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\_backport\sysconfig.py", "Python", 0, 0, 485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 118, 787
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\_backport\tarfile.py", "Python", 0, 0, 1653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 616, 339, 2608
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\compat.py", "Python", 0, 0, 813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 156, 1121
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\database.py", "Python", 0, 0, 766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 424, 150, 1340
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\index.py", "Python", 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 30, 510
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\locators.py", "Python", 0, 0, 826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 383, 92, 1301
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\manifest.py", "Python", 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 52, 394
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\markers.py", "Python", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 16, 131
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\metadata.py", "Python", 0, 0, 786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 146, 1059
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\resources.py", "Python", 0, 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 60, 359
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\scripts.py", "Python", 0, 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 41, 424
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\util.py", "Python", 0, 0, 1411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 328, 227, 1966
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\version.py", "Python", 0, 0, 479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 123, 740
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distlib\wheel.py", "Python", 0, 0, 825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 103, 1057
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\distro.py", "Python", 0, 0, 395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 731, 105, 1231
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\__init__.py", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 5, 36
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\_ihatexml.py", "Python", 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 49, 290
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\_inputstream.py", "Python", 0, 0, 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 129, 919
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\_tokenizer.py", "Python", 0, 0, 1527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 108, 1736
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\_trie\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\_trie\_base.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 41
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\_trie\py.py", "Python", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 68
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\_utils.py", "Python", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 37, 160
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\constants.py", "Python", 0, 0, 2906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35, 2947
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\filters\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\filters\alphabeticalattributes.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 30
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\filters\base.py", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\filters\inject_meta_charset.py", "Python", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 74
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\filters\lint.py", "Python", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 94
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\filters\optionaltags.py", "Python", 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 7, 208
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\filters\sanitizer.py", "Python", 0, 0, 812, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 38, 917
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\filters\whitespace.py", "Python", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 39
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\html5parser.py", "Python", 0, 0, 2062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 307, 427, 2796
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\serializer.py", "Python", 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 39, 410
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\treeadapters\__init__.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 4, 31
"c:\مشروع صيانة البرمجيات\clinic_legacy_project\venv\lib\python3.9\site-packages\pip\_vendor\html5lib\treeadapters\genshi.py", "Python", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 55
